2001_IV,2001_NRMVotes,2001_OV,2006_IV,2006_NRMVotes,2011_IV,2011_NRMVotes,2011_NRM_Score,2016_IV,2016_NRMVOTES,2016_NRM_Score,2016_Opp_Votes,2021_NRM_Score
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1577.0,20741.0,0.8113045178955604,1923.0,18983.0,0.6874411530383139,8631.0,0.7253473526098385
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1972.0,23608.0,0.5899345294617422,4251.0,26707.0,0.5097144820215284,25689.0,0.6319425350563651
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1909.0,45747.0,0.8279400586382887,3308.0,47498.0,0.7013984258479895,20221.0,0.5610518170270546
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2809.0,41985.0,0.6032674291625956,5255.0,48020.0,0.5065026844009408,46787.0,0.6391348511742918
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2613.0,25072.0,0.6625092484938168,5996.0,30631.0,0.6051285090578636,19988.0,0.697097669026622
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1463.0,30530.0,0.7903593248420835,2265.0,27000.0,0.6082999143874195,17386.0,0.6477668181314419
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2945.0,28189.0,0.6742005692281935,2843.0,33504.0,0.5861544113787855,23655.0,0.6417304015296367
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1179.0,21694.0,0.848051288065361,1087.0,24815.0,0.7932169799258407,6469.0,0.7426791856465558
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,230.0,6658.0,0.6571259376233715,177.0,25262.0,0.9734874759152216,688.0,0.975774665940334
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,4577.0,64752.0,0.6794472251078163,6280.0,67705.0,0.5511237372709586,55144.0,0.3251735186318861
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1937.0,53761.0,0.8957927184870449,5073.0,62890.0,0.8309550235188415,12794.0,0.5927923692642674
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1522.0,47596.0,0.9087541766109786,2757.0,65914.0,0.8626357806569821,10496.0,0.847906879760576
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2109.0,14735.0,0.5020613990255205,2519.0,14180.0,0.4292417133343423,18855.0,0.5709642150054668
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,962.0,14566.0,0.7046587005950365,0.0,18507.0,0.642849699538018,10282.0,0.7938150757528524
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,3178.0,34407.0,0.7170365739293529,3917.0,46404.0,0.7504366388511546,15432.0,0.7608252929589691
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2641.0,24171.0,0.4857418460239947,3426.0,31592.0,0.4882089321588626,33118.0,0.6527278268820481
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1294.0,33788.0,0.8076684036907779,1667.0,29796.0,0.6787398346203786,14103.0,0.7638423394288626
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,443.0,7367.0,0.6925824950643978,1726.0,12948.0,0.5743435060326473,9596.0,0.3235978534454101
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2057.0,29551.0,0.7776374305939318,1758.0,35440.0,0.7423855209686204,12298.0,0.4542899408284023
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2095.0,30829.0,0.7885461428279108,5661.0,43742.0,0.750137193030594,14570.0,0.6920281295996802
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1929.0,42276.0,0.8730201342281879,2847.0,47897.0,0.7916466952051965,12606.0,0.609875145357733
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1907.0,39015.0,0.8141864396168534,3702.0,42511.0,0.7094389372851373,17411.0,0.4516436085536573
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2046.0,36575.0,0.7834086576563069,3929.0,32292.0,0.5855516065859143,22856.0,0.472357555025742
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,796.0,13184.0,0.8532228837690914,629.0,16661.0,0.7784786468554341,4741.0,0.8020060344124602
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,3812.0,24069.0,0.4079629817959931,4174.0,40628.0,0.5136867658772806,38463.0,0.5121818375046495
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2271.0,22389.0,0.5941721291897774,2034.0,23695.0,0.5317430039720832,20866.0,0.2942609520524318
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,885.0,16880.0,0.6238220185520529,1128.0,17019.0,0.5279828752249178,15215.0,0.256347883127887
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1871.0,28699.0,0.6264105642256903,2124.0,28727.0,0.5445670306339097,24025.0,0.2956670879220076
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1533.0,50497.0,0.7765782391387928,1958.0,56894.0,0.7007513240546865,24296.0,0.8119211233940843
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,862.0,38095.0,0.7950205563787383,2291.0,39433.0,0.6867108998136635,17990.0,0.5751949498700334
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1970.0,29265.0,0.6198242084083448,2788.0,37441.0,0.5499397785023942,30641.0,0.7002299262444385
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1541.0,19318.0,0.8452417414132575,1733.0,20915.0,0.7122909784422573,8448.0,0.8403806143678865
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2924.0,53493.0,0.7243956936827138,3130.0,51196.0,0.6207306279326358,31281.0,0.4262684680044019
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1982.0,39879.0,0.7458898344711493,1889.0,47641.0,0.6720506707669737,23248.0,0.8312527425968799
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2177.0,18983.0,0.9322300250454256,3257.0,29148.0,0.936993699369937,1960.0,0.9405668297484296
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1967.0,16116.0,0.4819666247981338,2635.0,19444.0,0.4520388710652345,23570.0,0.5712234215036828
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1358.0,29530.0,0.9109979947555144,2467.0,38229.0,0.8508568884932116,6701.0,0.8698838698838699
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,855.0,4563.0,0.2668733185167856,1359.0,9922.0,0.416383398380125,13907.0,0.5533015115354017
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,3553.0,26632.0,0.5956609259673451,3016.0,35501.0,0.5990921057072462,23757.0,0.745704413627054
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,1418.0,29901.0,0.8389966048430091,1735.0,34845.0,0.7598456103624232,11013.0,0.8258110160850657
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.817850369197341
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.8493844367015099
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.6068224706053128
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.8716549820519134
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.7898572622073697
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.656896407336069
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.3378114442567567
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.7331899356517967
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.671676804583861
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.8178320946299592
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.3868933978599653
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.6800512104283054
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.4469618826012905
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.7752192982456141
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.6837651837087736
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.9782250686184812
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.7135260787447334
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.9054884509429963
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.9804034736856234
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.866016713091922
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.6951515478373422
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.639719976664722
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.8679950787639013
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.5396123999290809
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.4429984225215386
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.3104473241086463
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.708434198943662
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.6826537871129582
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.2164972273567467
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.3942867757300747
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.5111248966087676
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.5797487263952197
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.5706897049900315
3487.653846153846,95519.71153846153,42442.480769230766,4310.5,59566.41176470588,2977.3963963963965,48278.52252252252,0.6988057023009914,4247.855855855856,53157.56756756757,0.6414857115602669,34444.72972972973,0.396082304526749
